"bog","plantX","plantY"
"LAR",1446,4897
"LAR",1868,2137
"LAR",2152,3049
"LAR",2242,5140
"LAR",2587,3150
"LAR",2724,6769
"LAR",3276,11106
"LAR",3554,7889
"LAR",3653,6486
"LAR",3756,5709
"LAR",3828,5689
"LAR",4387,8514
"LAR",4390,9873
"LAR",4738,8502
"LAR",5499,3746
"LAR",5556,8775
"LAR",5612,8496
"LAR",6051,8859
"LAR",6075,3859
"LAR",6360,2624
"LAR",6950,9027
"LAR",7046,472
"LAR",7640,9429
"LAR",8076,1331
"LAR",8252,10063
"LAR",8278,8321
"LAR",8573,9106
"LAR",8756,9452
"LAR",9289,6655
"LAR",9637,7461
"LBC",792,4813
"LBC",873,5859
"LBC",963,3984
"LBC",1042,764
"LBC",1060,6716
"LBC",1064,3028
"LBC",1197,8846
"LBC",1199,7833
"LBC",1202,10147
"LBC",1282,1897
"LBC",1730,4868
"LBC",1771,984
"LBC",1852,9189
"LBC",2020,9965
"LBC",2032,4051
"LBC",2050,7925
"LBC",2075,3027
"LBC",2087,1508
"LBC",2129,5835
"LBC",2156,7090
"LBC",2634,867
"LBC",2710,3922
"LBC",2793,9860
"LBC",2850,1740
"LBC",2862,7220
"LBC",2948,8705
"LBC",2972,3158
"LBC",3027,4925
"LBC",3196,7686
"LBC",3207,5612
"LBC",3802,8802
"LBC",3839,1558
"LBC",3868,7952
"LBC",3935,9474
"LBC",3980,3001
"LBC",3997,4020
"LBC",4105,1323
"LBC",4261,6710
"LBC",4415,5111
"LBC",4470,2236
"LBC",4974,751
"LBC",4975,7883
"LBC",4992,5029
"LBC",5000,5970
"LBC",5015,3058
"LBC",5017,3922
"LBC",5038,6897
"LBC",5123,9103
"LBC",5288,10278
"LBC",5947,9119
"LBC",5961,2046
"LBC",5965,5951
"LBC",5967,4938
"LBC",6000,7000
"LBC",6074,3228
"LBC",6119,10074
"LBC",6132,4137
"LBC",6207,7826
"LBC",6291,845
"LBC",6548,6621
"LBC",6660,6000
"LBC",6796,4127
"LBC",6883,5187
"LBC",7026,2054
"LBC",7026,2946
"LBC",7106,7944
"LBC",7327,875
"LBC",7330,9988
"LBC",7428,8524
"LBC",7829,7196
"LBC",7843,6087
"LBC",7864,8721
"LBC",8022,5620
"LBC",8031,4063
"LBC",8154,888
"LBC",8155,9720
"LBC",8269,7923
"LBC",8274,3122
"LBC",8283,1874
"LBC",8735,9948
"LBC",8817,2919
"LBC",8912,7121
"LBC",8981,4023
"LBC",8992,8080
"LBC",9038,5267
"LBC",9039,9277
"LBC",9209,1268
"LBC",9241,2319
"LBC",9270,6072
"LBC",9755,3206
"LBC",9774,6082
"LBC",9786,5129
"LBC",9834,7930
"LBC",9875,2217
"LBC",10154,9143
"LBC",10254,6946
"LBC",10350,10194
"LBC",10490,4017
"LHC",464,8066
"LHC",588,9845
"LHC",691,9836
"LHC",763,6485
"LHC",784,3895
"LHC",869,6476
"LHC",941,2012
"LHC",1043,958
"LHC",1170,5123
"LHC",1256,2955
"LHC",1526,6607
"LHC",1781,977
"LHC",1991,4900
"LHC",2024,2934
"LHC",2121,3629
"LHC",2335,1941
"LHC",2363,2207
"LHC",2532,11159
"LHC",2601,6751
"LHC",2847,7685
"LHC",2904,3028
"LHC",3021,4098
"LHC",3277,5039
"LHC",3353,4790
"LHC",3566,589
"LHC",3946,4059
"LHC",3981,3269
"LHC",4154,1888
"LHC",4185,1571
"LHC",4249,5881
"LHC",4437,4911
"LHC",4466,11625
"LHC",4804,2042
"LHC",4821,2735
"LHC",5208,1605
"LHC",5616,932
"LHC",5836,3309
"LHC",5980,2001
"LHC",6155,6507
"LHC",6160,3000
"LHC",6262,3698
"LHC",6548,8123
"LHC",6819,3813
"LHC",7007,6950
"LHC",7037,1176
"LHC",7476,6155
"LHC",7585,3280
"LHC",7829,6154
"LHC",7839,4192
"LHC",7850,8283
"LHC",7947,915
"LHC",7980,9035
"LHC",8017,6500
"LHC",8150,1587
"LHC",8947,4119
"LHC",8953,7552
"LHC",8962,8702
"LHC",9142,1320
"LHC",9201,6805
"LHC",9245,8764
"LHC",9274,5924
"LHC",9526,4879
"LHC",9976,2339
"LHC",10017,2784
"LHC",10158,7123
"LHC",10174,1699
"LHC",10241,4268
"LOP",-265,2562
"LOP",483,9054
"LOP",660,3117
"LOP",914,9948
"LOP",1295,5761
"LOP",1412,5809
"LOP",1576,6245
"LOP",1615,7667
"LOP",1807,2948
"LOP",2238,10429
"LOP",2924,2087
"LOP",2967,7115
"LOP",3126,5031
"LOP",3257,8381
"LOP",3380,10124
"LOP",3627,5934
"LOP",3681,3289
"LOP",3692,9968
"LOP",3833,7658
"LOP",4091,5265
"LOP",4138,652
"LOP",4154,3197
"LOP",4195,7439
"LOP",4641,2737
"LOP",4742,4891
"LOP",5000,7000
"LOP",5129,10153
"LOP",5145,8285
"LOP",5406,1371
"LOP",5424,4506
"LOP",5996,7210
"LOP",6090,5880
"LOP",6301,4324
"LOP",6395,3632
"LOP",6417,2597
"LOP",6550,8239
"LOP",6630,2751
"LOP",7093,5115
"LOP",7104,3892
"LOP",7162,5644
"LOP",7448,2502
"LOP",7500,9482
"LOP",7523,4950
"LOP",7721,8514
"LOP",7810,4329
"LOP",7897,8806
"LOP",8598,3279
"LOP",8921,9938
"LOP",8994,3840
"LOP",9139,1144
"LOP",9206,5657
"LOP",9342,6692
"LOP",9652,1963
"LOP",9660,7954
"LOP",9874,4589
"LOP",10083,6944
"LOP",10180,1003
"LOP",10591,2538
"LOP",10631,5843
"LPB",111,7031
"LPB",249,8399
"LPB",272,-40
"LPB",741,5250
"LPB",1557,9248
"LPB",2000,4000
"LPB",2050,4432
"LPB",2721,10486
"LPB",2756,1089
"LPB",3212,7525
"LPB",3223,9356
"LPB",3332,7426
"LPB",3390,2014
"LPB",3873,10442
"LPB",4000,7420
"LPB",4229,6024
"LPB",4250,5000
"LPB",4290,1804
"LPB",4554,10535
"LPB",4872,-836
"LPB",5207,9612
"LPB",5246,8828
"LPB",5249,6601
"LPB",5356,4240
"LPB",5609,6562
"LPB",5678,7201
"LPB",5927,9586
"LPB",5935,3456
"LPB",6203,3070
"LPB",6539,3860
"LPB",6960,7227
"LPB",6983,9058
"LPB",7208,10072
"LPB",7292,1130
"LPB",7502,1710
"LPB",7521,8967
"LPB",7955,4220
"LPB",8230,9878
"LPB",8288,1970
"LPB",8427,8057
"LPB",8466,1296
"LPB",8807,9379
"LPB",9523,9110
"LPB",9585,7607
"LPB",9693,1492
"LPB",9888,10026
"LPB",10284,3940
"LPB",10556,3068
"LPB",11448,5230
"LULM",330,2988
"LULM",825,6956
"LULM",899,9839
"LULM",1147,8774
"LULM",1151,6098
"LULM",1184,898
"LULM",1190,5007
"LULM",1209,8022
"LULM",1225,3952
"LULM",1510,8859
"LULM",1622,10040
"LULM",1764,1352
"LULM",1825,5040
"LULM",2000,8190
"LULM",2073,5836
"LULM",2120,6992
"LULM",2165,4095
"LULM",2248,1035
"LULM",2652,3614
"LULM",2756,2921
"LULM",2793,5964
"LULM",2852,7551
"LULM",2923,7978
"LULM",2935,1262
"LULM",2944,8917
"LULM",3025,4924
"LULM",3113,1606
"LULM",3219,9879
"LULM",3280,3175
"LULM",3827,3167
"LULM",3832,9439
"LULM",3903,5899
"LULM",3925,4870
"LULM",3947,1162
"LULM",4099,9815
"LULM",4127,6762
"LULM",4249,8232
"LULM",4404,4327
"LULM",4439,1977
"LULM",4670,7000
"LULM",4693,5793
"LULM",4785,2724
"LULM",4963,1652
"LULM",5010,10099
"LULM",5048,5194
"LULM",5250,1009
"LULM",5334,8301
"LULM",5413,4119
"LULM",5718,746
"LULM",5759,10332
"LULM",5764,4470
"LULM",5878,6726
"LULM",6166,5787
"LULM",6175,8360
"LULM",6648,9858
"LULM",6679,2590
"LULM",6680,9554
"LULM",6757,2856
"LULM",7089,2133
"LULM",7530,6764
"LULM",7909,7427
"LULM",8000,390
"LULM",8034,6950
"LULM",8117,10057
"LULM",8133,3323
"LULM",8607,2679
"LULM",8837,10609
"LULM",9174,6883
"LULM",9265,7576
"LULM",9654,11065
"LULM",10152,471
"LULM",10257,3694
"LULM",10692,6338
"LULM",10796,5084
"MO2",221,7223
"MO2",370,10350
"MO2",818,944
"MO2",860,4615
"MO2",1221,5041
"MO2",1264,4497
"MO2",1389,5597
"MO2",1972,6914
"MO2",2137,868
"MO2",2223,6307
"MO2",2260,6057
"MO2",2390,7737
"MO2",2726,8906
"MO2",2900,7862
"MO2",2991,1270
"MO2",3036,5662
"MO2",3141,9669
"MO2",3155,7588
"MO2",3428,7515
"MO2",3967,9479
"MO2",4197,1734
"MO2",4249,3022
"MO2",4401,4281
"MO2",4647,4790
"MO2",4729,10252
"MO2",4887,4902
"MO2",4935,1526
"MO2",4992,9029
"MO2",5038,4358
"MO2",5043,5693
"MO2",5195,8599
"MO2",5237,2801
"MO2",5567,7060
"MO2",5590,10007
"MO2",5621,4541
"MO2",5701,5783
"MO2",6036,1187
"MO2",6500,7688
"MO2",6578,3051
"MO2",6918,10268
"MO2",6995,4260
"MO2",7233,9420
"MO2",7457,7952
"MO2",7822,8664
"MO2",8082,4074
"MO2",8295,4609
"MO2",8370,6994
"MO2",8387,10619
"MO2",8437,8054
"MO2",8484,8158
"MO2",8521,2620
"MO2",8617,6555
"MO2",8772,4898
"MO2",8832,6439
"MO2",8901,3297
"MO2",9046,3053
"MO2",9142,3060
"MO2",9333,1709
"MO2",9385,9890
"MO2",9849,2098
"MO2",9896,9489
"MO2",9900,7827
"MO2",9938,10190
"MO2",9992,5560
"MO2",10019,7046
"MO2",10109,983
"MO2",10335,5385
"MO2",10402,3777
"MOL",886,9988
"MOL",898,2905
"MOL",922,8983
"MOL",977,2044
"MOL",981,4159
"MOL",995,5860
"MOL",1045,5047
"MOL",1176,1114
"MOL",1198,8031
"MOL",1266,7160
"MOL",1715,9093
"MOL",1743,2694
"MOL",1863,3918
"MOL",1902,6915
"MOL",1917,1928
"MOL",1963,9886
"MOL",1991,5971
"MOL",2005,865
"MOL",2007,4900
"MOL",2075,8029
"MOL",2923,747
"MOL",2942,8013
"MOL",2964,5854
"MOL",2997,2090
"MOL",3000,5000
"MOL",3021,2966
"MOL",3025,7076
"MOL",3055,8941
"MOL",3160,3918
"MOL",3377,9755
"MOL",3513,9633
"MOL",3782,9142
"MOL",3803,6226
"MOL",3821,3016
"MOL",3836,4115
"MOL",3854,8088
"MOL",3964,1125
"MOL",4070,4698
"MOL",4128,6977
"MOL",4146,1638
"MOL",4430,8291
"MOL",4555,9409
"MOL",4815,6541
"MOL",5067,6251
"MOL",5083,5016
"MOL",5085,4085
"MOL",5093,9404
"MOL",5108,1981
"MOL",5132,1163
"MOL",5202,3058
"MOL",5517,5698
"MOL",5788,9788
"MOL",5954,2132
"MOL",5977,3019
"MOL",6035,928
"MOL",6085,4053
"MOL",6085,4931
"MOL",6442,8127
"MOL",6502,9502
"MOL",6561,9168
"MOL",6627,4767
"MOL",6956,933
"MOL",6990,9931
"MOL",6992,2090
"MOL",7093,4285
"MOL",7130,5991
"MOL",7158,2894
"MOL",7563,4054
"MOL",7577,5681
"MOL",7696,2696
"MOL",7804,9641
"MOL",7960,2175
"MOL",7976,9731
"MOL",8175,903
"MOL",8201,5334
"MOL",8263,7276
"MOL",8378,5420
"MOL",8608,7395
"MOL",8689,9689
"MOL",8828,1880
"MOL",8831,4508
"MOL",8898,3335
"MOL",8943,4213
"MOL",8995,4177
"MOL",9023,7329
"MOL",9091,1296
"MOL",9156,9428
"MOL",9300,2012
"MOL",9415,3546
"MOL",9713,8799
"MOL",9743,9959
"MOL",9776,6681
"MOL",9836,6711
"MOL",9885,965
"MOO",417,6650
"MOO",835,8297
"MOO",896,4271
"MOO",946,1974
"MOO",969,1039
"MOO",1051,5141
"MOO",1166,5787
"MOO",1249,9105
"MOO",1263,9904
"MOO",1270,3433
"MOO",1826,3327
"MOO",1838,9760
"MOO",1859,5746
"MOO",1862,6447
"MOO",2041,4165
"MOO",2077,9269
"MOO",2087,7978
"MOO",2134,5199
"MOO",2639,1285
"MOO",2781,4977
"MOO",2820,688
"MOO",2849,3174
"MOO",2879,8088
"MOO",3060,10284
"MOO",3076,6975
"MOO",3209,3799
"MOO",3212,6291
"MOO",3459,2032
"MOO",3638,8569
"MOO",3787,6053
"MOO",3811,7452
"MOO",3875,4705
"MOO",3930,9666
"MOO",4086,4110
"MOO",4186,7040
"MOO",4323,2555
"MOO",4493,1220
"MOO",4591,3971
"MOO",4792,8880
"MOO",4839,5442
"MOO",4846,2246
"MOO",4944,6818
"MOO",4956,8205
"MOO",5094,5966
"MOO",5253,2942
"MOO",5553,10088
"MOO",5828,3779
"MOO",5945,6715
"MOO",5948,3245
"MOO",6118,1308
"MOO",6139,6299
"MOO",6165,4714
"MOO",6195,1878
"MOO",6320,8858
"MOO",6391,6676
"MOO",6627,5073
"MOO",6650,8023
"MOO",6679,5837
"MOO",7046,3923
"MOO",7048,2985
"MOO",7102,2228
"MOO",7222,8421
"MOO",7339,1212
"MOO",7356,10056
"MOO",7772,6747
"MOO",7788,673
"MOO",7824,4457
"MOO",7837,5098
"MOO",8181,9760
"MOO",8269,5972
"MOO",8352,2925
"MOO",8352,8662
"MOO",8475,9291
"MOO",8573,2172
"MOO",8615,5939
"MOO",8918,10422
"MOO",8919,2486
"MOO",8934,4231
"MOO",9101,4851
"MOO",9281,8070
"MOO",9325,6869
"MOO",9497,536
"MOO",9698,6653
"MOO",9827,7900
"MOO",9889,5115
"MOO",9937,3779
"MOO",10355,5529
"MOO",10381,10368
"MOO",10399,9475
"MOO",11399,2049
"MPH",770,9264
"MPH",782,9677
"MPH",914,6986
"MPH",1453,7562
"MPH",1722,2321
"MPH",1723,2708
"MPH",1795,4354
"MPH",1981,2006
"MPH",2093,394
"MPH",2256,9394
"MPH",2303,2896
"MPH",2341,5379
"MPH",2341,5379
"MPH",2428,9472
"MPH",2522,9084
"MPH",2664,7822
"MPH",2717,4304
"MPH",2760,949
"MPH",2775,3048
"MPH",3167,1801
"MPH",3200,7000
"MPH",3403,1687
"MPH",3583,7432
"MPH",3634,6812
"MPH",3916,9888
"MPH",4059,3375
"MPH",4268,9062
"MPH",4552,9498
"MPH",4704,10231
"MPH",5000,3000
"MPH",5054,2305
"MPH",5229,7328
"MPH",5263,3860
"MPH",5415,1513
"MPH",5783,8348
"MPH",5812,9741
"MPH",5933,3379
"MPH",6071,2404
"MPH",6208,3880
"MPH",6274,6835
"MPH",6327,9404
"MPH",6430,5284
"MPH",6503,7536
"MPH",6552,1897
"MPH",6563,1263
"MPH",6668,5711
"MPH",6923,3021
"MPH",6972,6772
"MPH",7050,4913
"MPH",7114,4256
"MPH",7376,2912
"MPH",7460,6009
"MPH",7663,8500
"MPH",7696,4941
"MPH",7949,8583
"MPH",8096,10198
"MPH",8466,3884
"MPH",8819,6059
"MPH",9180,5312
"MPH",9388,10041
"MPH",9392,6800
"MPH",9601,4699
"MPH",9657,4767
"MPH",10179,10324
"MPH",10835,8299
"MPH",12405,-333
"MPS",539,3300
"MPS",996,6880
"MPS",998,860
"MPS",1003,2100
"MPS",1078,4140
"MPS",1090,9156
"MPS",1098,5021
"MPS",1140,7922
"MPS",1169,9776
"MPS",1171,5804
"MPS",1816,6433
"MPS",1839,6945
"MPS",1872,5514
"MPS",1943,9906
"MPS",1971,9090
"MPS",1974,7924
"MPS",1980,1088
"MPS",1998,2870
"MPS",2026,2148
"MPS",2066,3977
"MPS",2686,2707
"MPS",2920,1279
"MPS",2967,9762
"MPS",2985,6952
"MPS",3000,4000
"MPS",3000,8000
"MPS",3060,8993
"MPS",3204,5082
"MPS",3348,6217
"MPS",3410,2007
"MPS",3624,1863
"MPS",3864,9030
"MPS",3935,8975
"MPS",3988,3931
"MPS",4010,8017
"MPS",4046,3132
"MPS",4046,7143
"MPS",4082,5874
"MPS",4139,5056
"MPS",4226,803
"MPS",4790,9012
"MPS",4903,1052
"MPS",4945,6043
"MPS",4960,3006
"MPS",4961,4881
"MPS",5000,7000
"MPS",5004,1880
"MPS",5046,7981
"MPS",5076,4048
"MPS",5589,3753
"MPS",5770,9193
"MPS",5820,1312
"MPS",5903,8071
"MPS",5946,5928
"MPS",5971,2040
"MPS",6008,3080
"MPS",6050,7003
"MPS",6103,4841
"MPS",6397,3335
"MPS",6411,9874
"MPS",6541,9756
"MPS",6768,4521
"MPS",6773,8377
"MPS",6786,6951
"MPS",6808,5839
"MPS",7063,8779
"MPS",7098,837
"MPS",7311,4862
"MPS",7447,1448
"MPS",7694,6579
"MPS",7861,6231
"MPS",7925,8080
"MPS",8038,10237
"MPS",8050,1235
"MPS",8057,2070
"MPS",8112,5084
"MPS",8315,9175
"MPS",8322,4290
"MPS",8729,641
"MPS",8733,8708
"MPS",8851,4213
"MPS",8894,9709
"MPS",8970,5712
"MPS",8992,8770
"MPS",9098,5021
"MPS",9197,2154
"MPS",9692,5606
"MPS",9717,1436
"MPS",9832,8126
"MPS",9870,2891
"MPS",10001,4070
"MPS",10105,2323
"MPS",10176,5218
"MPS",10257,7705
"MPS",10339,10024
"NO5",-1403,4689
"NO5",-890,5198
"NO5",1313,1324
"NO5",1980,430
"NO5",3764,958
"NO5",4405,465
"NO5",5000,4860
"NO5",5087,2950
"NO5",5250,-299
"NO5",5869,12387
"NO5",7975,1469
"NO5",8281,7585
"NO5",9170,3012
"NO5",11272,10795
"OB",660,5117
"OB",774,6774
"OB",911,6421
"OB",931,3960
"OB",981,3184
"OB",1074,10322
"OB",1121,9954
"OB",1144,7692
"OB",1166,9070
"OB",1208,1679
"OB",1433,4427
"OB",1610,2234
"OB",1788,6002
"OB",1813,2095
"OB",2086,1169
"OB",2403,5535
"OB",2581,1536
"OB",2839,8971
"OB",2868,2048
"OB",2925,4920
"OB",3121,4049
"OB",3130,3357
"OB",3163,8076
"OB",3240,6593
"OB",3488,7043
"OB",3589,9603
"OB",3958,7877
"OB",3964,3093
"OB",3974,8914
"OB",3992,7220
"OB",3992,10090
"OB",4048,5132
"OB",4050,1997
"OB",4085,4159
"OB",4205,6205
"OB",4436,1671
"OB",4565,7931
"OB",4706,3809
"OB",4896,9964
"OB",4903,6978
"OB",4910,2995
"OB",5075,5066
"OB",5190,5671
"OB",5386,5086
"OB",5469,1623
"OB",5552,2179
"OB",5769,4139
"OB",5871,9696
"OB",5899,1293
"OB",6000,2000
"OB",6098,3139
"OB",6175,5926
"OB",6641,9975
"OB",6650,7011
"OB",6825,6960
"OB",6860,2054
"OB",6895,3004
"OB",6992,5150
"OB",7000,4000
"OB",7006,9110
"OB",7020,6014
"OB",7148,1317
"OB",7304,5773
"OB",7592,8165
"OB",7689,8211
"OB",7705,5875
"OB",7853,2897
"OB",7946,6823
"OB",7967,9073
"OB",8000,10000
"OB",8503,3052
"OB",8517,3915
"OB",8673,1875
"OB",9027,8782
"OB",9094,9910
"OB",9116,8059
"OB",9507,7868
"OB",9643,6289
"OB",9982,8851
"OB",10201,9791
"PCH",51,2805
"PCH",108,2677
"PCH",116,3231
"PCH",161,3052
"PCH",854,2211
"PCH",1225,1069
"PCH",1275,76
"PCH",1367,1961
"PCH",1425,130
"PCH",1555,2347
"PCH",1602,2336
"PCH",1715,285
"PCH",1728,2180
"PCH",1832,2467
"PCH",1971,3611
"PCH",1972,3630
"PCH",2000,3700
"PCH",2140,3087
"PCH",2157,3030
"PCH",2422,2691
"PEA",373,7066
"PEA",648,2704
"PEA",707,8727
"PEA",1238,8382
"PEA",1394,4504
"PEA",1518,10376
"PEA",1580,1811
"PEA",1621,4548
"PEA",1656,3621
"PEA",1785,1628
"PEA",2048,9901
"PEA",2065,3759
"PEA",2123,7495
"PEA",2271,7510
"PEA",2308,8856
"PEA",2653,8302
"PEA",2836,1240
"PEA",2870,8775
"PEA",2879,9433
"PEA",3394,7355
"PEA",3839,7656
"PEA",3842,8975
"PEA",4103,9829
"PEA",4417,2194
"PEA",4457,4176
"PEA",4472,7657
"PEA",4806,3103
"PEA",5511,10295
"PEA",5559,3607
"PEA",5674,2152
"PEA",5852,4189
"PEA",5968,4631
"PEA",6264,7326
"PEA",6324,3929
"PEA",6424,755
"PEA",6825,5303
"PEA",7671,1120
"PEA",8035,8501
"PEA",8115,5836
"PEA",8523,6254
"PEA",8594,4558
"PEA",8597,6236
"PEA",8622,3099
"PEA",8645,6606
"PEA",8663,4254
"PEA",8727,8323
"PEA",8861,4701
"PEA",9014,10270
"PEA",9287,8116
"PEA",9691,5022
"PEA",9952,2613
"PEA",9959,2468
"PEA",10332,1241
"PEA",10671,10995
"PEA",10684,2767
"PHA",802,2904
"PHA",832,3911
"PHA",833,7199
"PHA",957,1048
"PHA",1172,6689
"PHA",1612,10431
"PHA",1751,4532
"PHA",1841,782
"PHA",1887,6788
"PHA",2154,1128
"PHA",2155,4279
"PHA",2241,8668
"PHA",2426,10175
"PHA",2448,7921
"PHA",2655,8559
"PHA",2745,1558
"PHA",2821,7247
"PHA",2922,4555
"PHA",2959,7963
"PHA",3000,4740
"PHA",3011,6310
"PHA",3774,4918
"PHA",3915,7147
"PHA",4000,50
"PHA",4062,8085
"PHA",4077,10099
"PHA",4450,4260
"PHA",4601,5894
"PHA",4611,6020
"PHA",4850,7565
"PHA",4892,10280
"PHA",5102,5408
"PHA",5314,7349
"PHA",5368,10096
"PHA",5589,3531
"PHA",5721,7782
"PHA",5729,6170
"PHA",5786,5238
"PHA",5916,10599
"PHA",5957,3754
"PHA",6267,7194
"PHA",6297,1591
"PHA",6681,527
"PHA",6918,5578
"PHA",6974,8935
"PHA",7066,1925
"PHA",7073,4836
"PHA",7089,4016
"PHA",7171,8154
"PHA",7236,2919
"PHA",7261,6900
"PHA",7587,7202
"PHA",7678,10047
"PHA",7767,9942
"PHA",7814,8167
"PHA",8000,6310
"PHA",8033,4531
"PHA",8070,9281
"PHA",8135,4000
"PHA",8219,2379
"PHA",8274,3134
"PHA",8570,4985
"PHA",8839,7822
"PHA",8854,4122
"PHA",8959,8949
"PHA",9000,2840
"PHA",9008,6220
"PHA",9117,7150
"PHA",9543,10366
"PHA",9808,7945
"PHA",9831,5868
"PHA",9918,3887
"PHA",9989,9785
"PHA",10059,7046
"PHA",10123,2495
"PHA",10266,4953
"PHA",10279,2980
"PK",535,5518
"PK",1055,2553
"PK",1167,2199
"PK",1239,11125
"PK",1432,4583
"PK",1629,1307
"PK",1905,4165
"PK",1992,1880
"PK",2000,6600
"PK",2196,1060
"PK",2786,736
"PK",3027,1832
"PK",3120,3160
"PK",3683,1563
"PK",4103,3922
"PK",5260,797
"PK",5340,5117
"PK",5382,5389
"PK",5715,133
"PK",5931,5928
"PK",6046,5053
"PK",6272,13496
"PK",6512,6600
"PK",6521,4901
"PK",6612,6903
"PK",6855,5738
"PK",6901,4990
"PK",6934,6227
"PK",7048,3015
"PK",7525,7297
"PK",9333,1459
"PK",9545,5354
"PK",9623,5547
"PK",9711,5980
"PK",9905,5102
"PK",10401,1446
"PK",10666,6930
"PK",10890,8189
"PK",11046,3628
"PK",11245,8856
"PK",11438,9299
"PMS",601,7870
"PMS",780,2381
"PMS",788,6291
"PMS",839,6505
"PMS",963,4428
"PMS",1165,4773
"PMS",1391,6043
"PMS",1447,855
"PMS",1563,858
"PMS",1970,5001
"PMS",2134,4149
"PMS",2176,7436
"PMS",2254,9479
"PMS",2375,7685
"PMS",2402,1686
"PMS",2499,8965
"PMS",2850,2055
"PMS",3000,1630
"PMS",3000,8000
"PMS",3028,4904
"PMS",3033,2843
"PMS",3080,4139
"PMS",3140,8793
"PMS",3198,5972
"PMS",3351,6281
"PMS",3414,10613
"PMS",3772,4102
"PMS",3924,1921
"PMS",4000,3380
"PMS",4094,8210
"PMS",4103,4806
"PMS",4188,6068
"PMS",4264,9686
"PMS",4385,6860
"PMS",4505,6930
"PMS",4608,5533
"PMS",4810,505
"PMS",5012,4973
"PMS",5327,10294
"PMS",5502,7443
"PMS",5694,5851
"PMS",5788,9455
"PMS",5868,9048
"PMS",5891,7620
"PMS",6148,8189
"PMS",6165,10160
"PMS",6492,4087
"PMS",6575,518
"PMS",6913,4508
"PMS",7000,4650
"PMS",7003,1030
"PMS",7030,8937
"PMS",7135,9964
"PMS",7190,1671
"PMS",7239,7979
"PMS",7250,8974
"PMS",7650,7000
"PMS",7755,8052
"PMS",7785,10372
"PMS",7987,2730
"PMS",8169,4938
"PMS",8217,7038
"PMS",8311,145
"PMS",8370,3289
"PMS",8646,4505
"PMS",8846,7171
"PMS",8913,3097
"PMS",8939,10115
"PMS",8970,6167
"PMS",9014,2592
"PMS",9672,2623
"PMS",9789,7507
"PMS",9941,4665
"PMS",9977,8852
"PMS",10017,7975
"PMS",10121,10526
"PMS",10690,6024
"PMS",10960,4000
"PPB",564,3532
"PPB",840,4700
"PPB",929,1109
"PPB",1000,10000
"PPB",1092,6529
"PPB",1254,8718
"PPB",1268,2791
"PPB",1282,8190
"PPB",1376,5848
"PPB",1507,9370
"PPB",1570,2020
"PPB",1710,710
"PPB",1834,2962
"PPB",2049,8276
"PPB",2374,4191
"PPB",2379,6967
"PPB",2541,1024
"PPB",2669,2793
"PPB",2773,5894
"PPB",2781,7781
"PPB",2965,4248
"PPB",3068,4616
"PPB",3180,2214
"PPB",3329,2512
"PPB",3394,8645
"PPB",3680,2080
"PPB",3941,4375
"PPB",4044,4795
"PPB",4094,6560
"PPB",4476,1183
"PPB",4677,10273
"PPB",4937,5935
"PPB",4965,2859
"PPB",5000,10000
"PPB",5031,6884
"PPB",5053,2027
"PPB",5070,8719
"PPB",5179,5552
"PPB",5272,8205
"PPB",5437,4559
"PPB",5489,2176
"PPB",5840,9880
"PPB",5925,6130
"PPB",5963,4471
"PPB",6000,1000
"PPB",6000,3000
"PPB",6000,8000
"PPB",6021,8801
"PPB",6040,3672
"PPB",6500,4857
"PPB",6675,7437
"PPB",6932,1199
"PPB",6989,10109
"PPB",7157,4232
"PPB",7176,6615
"PPB",7201,2713
"PPB",7293,1899
"PPB",7340,3683
"PPB",7372,9215
"PPB",7375,6941
"PPB",7821,6978
"PPB",7870,6399
"PPB",7926,10228
"PPB",8061,9126
"PPB",8128,5044
"PPB",8156,1454
"PPB",8217,8299
"PPB",8612,5625
"PPB",8703,4475
"PPB",8816,7954
"PPB",8988,941
"PPB",9017,9953
"PPB",9077,8908
"PPB",9185,6764
"PPB",9425,9444
"PPB",9516,2909
"PPB",9774,8306
"PPB",9785,8276
"PPB",9860,6207
"PPB",10013,7180
"PPB",10813,5362
"PVB",282,5050
"PVB",353,5684
"PVB",470,7282
"PVB",1141,1095
"PVB",1982,3470
"PVB",2254,3054
"PVB",2652,3253
"PVB",2930,4879
"PVB",3308,4342
"PVB",3414,4168
"PVB",3465,6195
"PVB",3527,8917
"PVB",3883,5150
"PVB",3950,6292
"PVB",3975,3117
"PVB",4154,3308
"PVB",4421,9694
"PVB",4911,5016
"PVB",4944,8139
"PVB",5050,5925
"PVB",5401,4958
"PVB",5621,5967
"PVB",6264,7377
"PVB",6597,6597
"PVB",8080,4412
"PVB",8711,1164
"PVB",8870,708
"QB42",489,8176
"QB42",823,4810
"QB42",955,3638
"QB42",1000,4000
"QB42",1069,9990
"QB42",1197,8862
"QB42",1347,7155
"QB42",1372,5827
"QB42",1862,1348
"QB42",1887,6902
"QB42",2000,4000
"QB42",2000,10000
"QB42",2006,8840
"QB42",2134,8087
"QB42",2304,5566
"QB42",2531,3801
"QB42",2703,3530
"QB42",2735,7052
"QB42",2764,5463
"QB42",2880,9208
"QB42",2953,10121
"QB42",3000,2000
"QB42",3184,816
"QB42",3184,2862
"QB42",3238,7967
"QB42",3304,5871
"QB42",3633,5865
"QB42",3902,7983
"QB42",3984,7940
"QB42",4000,3000
"QB42",4203,2234
