"bog","plantX","plantY"
"COL",7228,7533
"COL",7232,4498
"COL",7234,9782
"COL",7354,1646
"COL",7432,5189
"COL",7487,353
"COL",7929,4964
"COL",8061,7686
"COL",8090,1107
"COL",8529,3556
"COL",8560,2785
"COL",8661,8735
"COL",8663,5283
"COL",8669,6259
"COL",8820,6360
"COL",9091,8317
"COL",9166,9663
"COL",9290,4261
"COL",9339,1827
"COL",9708,5625
"COL",9816,2314
"COL",9890,8992
"COL",10055,5212
"COL",10073,7586
"COL",10234,6740
"CON",105,399
"CON",183,7266
"CON",247,2394
"CON",258,9106
"CON",267,8603
"CON",332,8270
"CON",350,5523
"CON",364,2067
"CON",606,6613
"CON",652,5235
"CON",662,3695
"CON",680,1331
"CON",701,3497
"CON",883,6187
"CON",885,4533
"CON",1086,4765
"CON",1090,4656
"CON",1092,4077
"CON",1109,7402
"CON",1212,747
"CON",1227,3460
"CON",1270,2991
"CON",1325,6063
"CON",1410,1180
"CON",1449,6219
"CON",1486,623
"CON",1512,6600
"CON",1554,2202
"CRN",935,2617
"CRN",1039,6561
"CRN",1141,3060
"CRN",1184,9867
"CRN",1315,4921
"CRN",1366,3341
"CRN",1640,2312
"CRN",1758,3690
"CRN",1810,10177
"CRN",1821,9718
"CRN",1938,8232
"CRN",1965,2019
"CRN",2008,2941
"CRN",2011,6688
"CRN",2170,6003
"CRN",2294,1602
"CRN",2604,10056
"CRN",2694,2864
"CRN",2761,8550
"CRN",2842,8636
"CRN",2907,1027
"CRN",2920,5150
"CRN",2928,2515
"CRN",3046,4293
"CRN",3528,2417
"CRN",3543,6634
"CRN",3720,6010
"CRN",3739,2403
"CRN",3858,4819
"CRN",3915,7396
"CRN",4127,4390
"CRN",4273,9990
"CRN",4711,6041
"CRN",4733,3962
"CRN",4827,8699
"CRN",4983,4841
"CRN",5080,7089
"CRN",5300,7903
"CRN",5380,436
"CRN",5614,8428
"CRN",5679,7193
"CRN",5882,6122
"CRN",5988,5049
"CRN",6000,8000
"CRN",6007,4210
"CRN",6257,1041
"CRN",6627,9233
"CRN",6712,2848
"CRN",6818,4251
"CRN",6923,5174
"CRN",7554,7569
"CRN",7571,2970
"CRN",7572,6143
"CRN",7574,1801
"CRN",7695,7274
"CRN",7702,3799
"CRN",7796,4918
"CRN",7815,6797
"CRN",7924,5669
"CRN",8907,5049
"CRN",9026,946
"CRN",9035,6885
"CRN",9071,3824
"CRN",9110,5898
"CRN",9195,1518
"CRN",9199,7138
"CRN",9370,3510
"CRN",9948,953
"CRN",9949,5939
"CRN",9978,5087
"CRN",10000,3480
"CRN",10103,6806
"CRN",10133,2911
"CRN",10158,1885
"CRN",10301,7666
"CRN",10704,9511
"CRY",29,5373
"CRY",644,3023
"CRY",892,6947
"CRY",1008,2110
"CRY",1033,8037
"CRY",1045,744
"CRY",1063,6324
"CRY",1142,10808
"CRY",1180,8712
"CRY",1247,2660
"CRY",1631,2527
"CRY",1691,632
"CRY",1723,7840
"CRY",1818,9105
"CRY",1960,2186
"CRY",2037,6529
"CRY",2097,4551
"CRY",2186,9960
"CRY",2678,1270
"CRY",2826,10985
"CRY",2880,6949
"CRY",3160,3008
"CRY",3365,6632
"CRY",3726,4058
"CRY",3793,2669
"CRY",3894,9573
"CRY",3959,7612
"CRY",4020,6440
"CRY",4305,1809
"CRY",4741,6343
"CRY",4783,1125
"CRY",4881,8893
"CRY",5000,3000
"CRY",5093,7285
"CRY",5133,10366
"CRY",5218,7969
"CRY",5362,6689
"CRY",5542,2176
"CRY",5759,6097
"CRY",5793,10331
"CRY",5801,833
"CRY",5887,8606
"CRY",6017,7902
"CRY",6097,1976
"CRY",6333,2373
"CRY",6360,4000
"CRY",6482,4110
"CRY",6648,10075
"CRY",6682,6318
"CRY",6809,9317
"CRY",6820,7006
"CRY",6955,3078
"CRY",7013,9359
"CRY",7017,1881
"CRY",7250,928
"CRY",7509,10199
"CRY",7618,7489
"CRY",7692,3342
"CRY",7904,1263
"CRY",8013,5149
"CRY",8234,1865
"CRY",8449,9903
"CRY",8483,2946
"CRY",9254,1159
"CRY",9563,7858
"CRY",9666,1251
"CRY",9939,737
"CRY",10125,3673
"CRY",10475,10119
"CRY",11118,6059
"CSP",690,6000
"CSP",797,1108
"CSP",898,6761
"CSP",920,1680
"CSP",951,4214
"CSP",956,4921
"CSP",983,9189
"CSP",1009,10085
"CSP",1062,8033
"CSP",1117,3076
"CSP",1735,4091
"CSP",1790,8064
"CSP",1864,5969
"CSP",1885,9939
"CSP",1908,6961
"CSP",1926,1383
"CSP",2000,3000
"CSP",2087,1932
"CSP",2139,4983
"CSP",2223,8693
"CSP",2697,1825
"CSP",2764,2904
"CSP",2835,4897
"CSP",2945,9043
"CSP",3000,7000
"CSP",3000,9920
"CSP",3032,8062
"CSP",3066,3964
"CSP",3070,5943
"CSP",3538,1047
"CSP",3908,6940
"CSP",3922,3983
"CSP",3950,8684
"CSP",3951,6110
"CSP",3969,1641
"CSP",3980,1379
"CSP",4050,3002
"CSP",4073,5053
"CSP",4098,9950
"CSP",4219,7985
"CSP",4896,6108
"CSP",4953,4795
"CSP",4954,9053
"CSP",4954,9868
"CSP",4976,2934
"CSP",4995,2265
"CSP",5029,7208
"CSP",5038,941
"CSP",5087,7952
"CSP",5089,3810
"CSP",5793,7230
"CSP",5894,6030
"CSP",5969,3074
"CSP",6007,3895
"CSP",6048,1986
"CSP",6069,845
"CSP",6106,10092
"CSP",6111,5363
"CSP",6115,8967
"CSP",6154,8143
"CSP",6774,1918
"CSP",6870,2948
"CSP",6972,5914
"CSP",6989,9891
"CSP",7000,8000
"CSP",7058,9017
"CSP",7091,1042
"CSP",7115,7111
"CSP",7117,4361
"CSP",7171,4846
"CSP",7743,8083
"CSP",7825,10044
"CSP",7917,3914
"CSP",7940,5005
"CSP",7973,6117
"CSP",8000,1000
"CSP",8016,8871
"CSP",8023,3066
"CSP",8053,2085
"CSP",8144,7090
"CSP",8780,5933
"CSP",8969,3074
"CSP",8983,1025
"CSP",9000,9000
"CSP",9007,5050
"CSP",9016,8149
"CSP",9021,1902
"CSP",9031,4116
"CSP",9043,10055
"CSP",9560,7906
"CSP",9705,7285
"CSP",9825,960
"CSP",9859,9051
"CSP",9950,2827
"CSP",10011,5891
"CSP",10070,2144
"CSP",10189,9935
"CSP",10200,4007
"CSP",10208,4928
"CTL",711,8332
"CTL",771,6630
"CTL",1044,7175
"CTL",1414,4653
"CTL",1585,3546
"CTL",1594,1916
"CTL",2046,7472
"CTL",2130,5891
"CTL",2501,202
"CTL",2975,9971
"CTL",3014,7945
"CTL",3183,5139
"CTL",3475,4297
"CTL",3527,1509
"CTL",3632,8161
"CTL",3721,3486
"CTL",3740,6797
"CTL",3833,5067
"CTL",3855,5715
"CTL",4065,9146
"CTL",4241,3805
"CTL",4291,2927
"CTL",4336,10096
"CTL",5026,5148
"CTL",5138,3978
"CTL",5525,3074
"CTL",5526,9935
"CTL",5530,1000
"CTL",5632,7431
"CTL",5722,7971
"CTL",5793,7388
"CTL",5809,3527
"CTL",5869,1862
"CTL",6163,6473
"CTL",6170,2988
"CTL",6510,8630
"CTL",6775,4703
"CTL",6842,5064
"CTL",6959,1887
"CTL",6996,3120
"CTL",7085,754
"CTL",7722,2259
"CTL",8075,2815
"CTL",8194,1048
"CTL",8310,2986
"CTL",8762,3826
"CTL",8971,3040
"CTL",9000,1550
"CTL",9013,630
"CTL",9111,9384
"CTL",9961,855
"CTL",9987,1750
"CTL",9990,2998
"CTL",10131,4092
"CU1",765,3676
"CU1",944,8021
"CU1",947,7085
"CU1",1000,5000
"CU1",1080,9006
"CU1",1130,6009
"CU1",1167,9933
"CU1",1265,2364
"CU1",1286,3165
"CU1",1493,780
"CU1",1636,4064
"CU1",1790,4481
"CU1",1859,8075
"CU1",1906,5790
"CU1",1953,9963
"CU1",1991,2982
"CU1",2008,7006
"CU1",2095,9074
"CU1",2136,582
"CU1",2363,2465
"CU1",2698,1360
"CU1",2746,5908
"CU1",2829,5056
"CU1",2858,2889
"CU1",2860,3758
"CU1",2933,7099
"CU1",3033,10479
"CU1",3194,8048
"CU1",3334,1602
"CU1",3399,9028
"CU1",3778,389
"CU1",3842,3106
"CU1",3969,3905
"CU1",4017,5932
"CU1",4052,2295
"CU1",4053,8108
"CU1",4090,5144
"CU1",4207,6899
"CU1",4620,6202
"CU1",4700,7160
"CU1",4896,10489
"CU1",4926,4119
"CU1",5019,994
"CU1",5129,2986
"CU1",5142,5049
"CU1",5189,9092
"CU1",5356,2259
"CU1",5784,1105
"CU1",5791,2978
"CU1",5793,6036
"CU1",6053,1915
"CU1",6066,4045
"CU1",6071,5038
"CU1",6101,7839
"CU1",6479,9504
"CU1",6657,8861
"CU1",6734,4160
"CU1",6854,1065
"CU1",6913,4932
"CU1",6913,5978
"CU1",6925,2870
"CU1",7158,7324
"CU1",7218,2159
"CU1",7645,1308
"CU1",7686,9349
"CU1",7776,9918
"CU1",7862,4519
"CU1",7959,2028
"CU1",7964,2662
"CU1",7972,4198
"CU1",8074,5905
"CU1",8544,4886
"CU1",8634,9563
"CU1",8670,9012
"CU1",8829,2470
"CU1",8871,4018
"CU1",9096,1198
"CU1",9127,3238
"CU1",9625,5999
"CU1",9664,4904
"CU1",9732,4297
"CU1",9929,6084
"CU1",10004,9890
"CU1",10007,971
"CU1",10028,2601
"CU1",10114,1669
"CU1",10181,9142
"CU2",770,807
"CU2",895,1818
"CU2",922,7017
"CU2",950,5005
"CU2",1000,6000
"CU2",1154,2577
"CU2",1158,4028
"CU2",1198,10028
"CU2",1620,8891
"CU2",1771,3024
"CU2",1813,9580
"CU2",1843,6033
"CU2",1927,2291
"CU2",1972,6200
"CU2",2189,5020
"CU2",2204,3949
"CU2",2246,1365
"CU2",2504,4479
"CU2",2512,7910
"CU2",2724,1049
"CU2",2880,8000
"CU2",2918,9416
"CU2",2919,5183
"CU2",2944,2777
"CU2",2976,8934
"CU2",3174,2193
"CU2",3573,2106
"CU2",3631,4015
"CU2",3743,5376
"CU2",3850,4990
"CU2",3913,6050
"CU2",4029,4006
"CU2",4222,1284
"CU2",4297,7145
"CU2",4743,7694
"CU2",4887,6959
"CU2",4923,2908
"CU2",4925,5130
"CU2",4996,6009
"CU2",5124,8934
"CU2",5144,2240
"CU2",5250,3996
"CU2",5441,1276
"CU2",5652,9217
"CU2",5713,5040
"CU2",5926,6031
"CU2",5982,2009
"CU2",6042,2733
"CU2",6064,595
"CU2",6113,6788
"CU2",6696,10488
"CU2",6813,6033
"CU2",6852,2824
"CU2",6990,720
"CU2",7078,5290
"CU2",7110,2086
"CU2",7256,6211
"CU2",7816,6546
"CU2",7863,9624
"CU2",7902,3983
"CU2",7935,1821
"CU2",8027,1259
"CU2",8028,3010
"CU2",8170,5106
"CU2",8355,6657
"CU2",8759,1732
"CU2",8801,3237
"CU2",8871,6153
"CU2",8975,5178
"CU2",9000,1370
"CU2",9402,4179
"CU2",9619,1081
"CU2",9893,2881
"CU2",9944,2171
"DEP",623,2328
"DEP",913,589
"DEP",1626,4867
"DEP",1955,1900
"DEP",2060,1243
"DEP",2077,8022
"DEP",2290,3678
"DEP",2357,7130
"DEP",2369,3180
"DEP",2521,4723
"DEP",2782,6159
"DEP",2875,1413
"DEP",3000,370
"DEP",3289,7649
"DEP",3312,10180
"DEP",3555,6180
"DEP",3597,2937
"DEP",3842,7882
"DEP",4000,6800
"DEP",4204,10127
"DEP",4728,1127
"DEP",4923,5871
"DEP",4931,2647
"DEP",5006,5110
"DEP",5021,4600
"DEP",5081,8039
"DEP",5450,9400
"DEP",5734,7156
"DEP",5750,1974
"DEP",6173,6100
"DEP",6229,1303
"DEP",6245,3794
"DEP",6268,2775
"DEP",6339,8413
"DEP",6350,4314
"DEP",7000,370
"DEP",7000,8510
"DEP",7143,5044
"DEP",7318,6039
"DEP",7502,6181
"DEP",8000,10220
"DEP",8183,5411
"DEP",8219,9098
"DEP",8334,2358
"DEP",8611,892
"DEP",8882,3197
"DEP",8975,8178
"DEP",9079,8662
"DEP",9225,7342
"DEP",9280,8825
"DEP",10097,1925
"DLF",284,6925
"DLF",798,1554
"DLF",904,8357
"DLF",986,7821
"DLF",990,4140
"DLF",1107,5688
"DLF",1133,2366
"DLF",1154,10380
"DLF",1194,5188
"DLF",1619,6413
"DLF",1738,318
"DLF",1755,3206
"DLF",1800,6000
"DLF",1802,9796
"DLF",2028,4959
"DLF",2089,4201
"DLF",2148,10176
"DLF",2315,695
"DLF",2868,4952
"DLF",2887,8690
"DLF",2890,2992
"DLF",2891,1985
"DLF",3037,3953
"DLF",3250,7567
"DLF",3291,6212
"DLF",3670,10023
"DLF",3727,1099
"DLF",3850,7005
"DLF",3873,7973
"DLF",3915,8599
"DLF",3959,5165
"DLF",3978,10319
"DLF",4000,3330
"DLF",4000,4000
"DLF",4139,1985
"DLF",4161,6135
"DLF",4650,8000
"DLF",4756,1709
"DLF",5000,6000
"DLF",5034,10050
"DLF",5077,8936
"DLF",5095,7074
"DLF",5244,6710
"DLF",5342,5940
"DLF",5617,883
"DLF",5854,2878
"DLF",5870,9739
"DLF",5906,6034
"DLF",5939,10263
"DLF",6189,1420
"DLF",6694,1830
"DLF",6987,9620
"DLF",7000,2540
"DLF",7118,977
"DLF",7462,9846
"DLF",7498,4418
"DLF",7503,4115
"DLF",7742,1553
"DLF",7917,2473
"DLF",8099,3304
"DLF",8322,2953
"DLF",8669,5793
"DLF",9090,4991
"DLF",9164,4387
"DLF",9250,10686
"DLF",9630,1978
"DLF",9687,5415
"DLF",9732,9791
"DLF",10000,1880
"DLF",10040,4287
"DLF",10122,1454
"DLF",10270,8372
"DLF",10545,9198
"DLF",10653,5653
"EBB",-837,2709
"EBB",-594,7573
"EBB",135,4541
"EBB",1482,10989
"EBB",1846,5275
"EBB",2041,5423
"EBB",2056,861
"EBB",2367,1135
"EBB",2881,525
"EBB",3535,2664
"EBB",3594,3427
"EBB",3642,8560
"EBB",3690,6463
"EBB",4042,5043
"EBB",4149,3134
"EBB",4207,3693
"EBB",4500,8000
"EBB",4753,894
"EBB",4788,5291
"EBB",4918,9754
"EBB",4982,4259
"EBB",5015,1430
"EBB",5096,2295
"EBB",5255,5950
"EBB",5605,3074
"EBB",5704,2534
"EBB",5743,5223
"EBB",5824,5886
"EBB",6035,2965
"EBB",6077,1151
"EBB",6178,3839
"EBB",6282,7746
"EBB",6297,6835
"EBB",6383,9853
"EBB",6858,2049
"EBB",6912,3953
"EBB",6918,8719
"EBB",6962,9804
"EBB",6973,5519
"EBB",7340,771
"EBB",7386,2142
"EBB",7491,6036
"EBB",7593,8950
"EBB",7640,2887
"EBB",7659,7921
"EBB",7923,4871
"EBB",8106,3908
"EBB",8118,7308
"EBB",8193,8907
"EBB",8229,3179
"EBB",8665,844
"EBB",8712,7820
"EBB",8812,3167
"EBB",8934,2536
"EBB",9032,4308
"EBB",9147,7085
"EBB",9332,10289
"EBB",9567,5443
"EBB",9663,8847
"EBB",9753,2039
"EBB",10452,7088
"EBB",10454,6273
"EBB",10542,398
"EIB",-738,8633
"EIB",-548,5626
"EIB",1000,3250
"EIB",1122,1274
"EIB",2087,1349
"EIB",2891,360
"EIB",4505,2810
"EIB",5710,3502
"EIB",5896,2108
"EIB",6276,671
"EIB",6579,2646
"EIB",6631,1873
"EIB",7492,2605
"EIB",8260,2995
"EIB",8945,5192
"EIB",9215,2506
"EIB",9591,9104
"EIB",10256,9193
"EIB",10284,1098
"EIB",10768,1865
"ELL",57,1967
"ELL",901,3602
"ELL",972,9264
"ELL",983,953
"ELL",2977,1108
"ELL",3106,1256
"ELL",3219,3918
"ELL",3336,2096
"ELL",3596,2197
"ELL",4154,3112
"ELL",4406,3371
"ELL",4550,4000
"ELL",5435,1608
"ELL",5621,10155
"ELL",5801,833
"ELL",5865,1827
"ELL",5930,3719
"ELL",6178,3489
"ELL",6245,4497
"ELL",6652,2756
"ELL",6743,7619
"ELL",6826,7410
"ELL",6899,1793
"ELL",7019,819
"ELL",7033,3682
"ELL",7206,5283
"ELL",7574,9081
"ELL",7815,3236
"ELL",7820,849
"ELL",7926,5229
"ELL",7940,7067
"ELL",8017,8159
"ELL",8190,4177
"ELL",8230,5902
"ELL",8346,9777
"ELL",8478,1621
"ELL",8569,1061
"ELL",8705,7715
"ELL",8970,4074
"ELL",8977,6026
"ELL",9011,8921
"ELL",9067,4956
"ELL",9068,10087
"ELL",9201,7322
"ELL",9311,2862
"ELL",9425,5551
"ELL",9528,1543
"ELL",9581,1402
"ELL",9718,9470
"ELL",9735,7821
"ELL",9872,3648
"ELL",9878,8805
"ELL",9880,7090
"ELL",10100,5173
"EMB",-3,1097
"EMB",138,879
"EMB",1701,-694
"EMB",1831,-733
"EMB",1975,13822
"EMB",3069,11827
"EMB",3312,11467
"EMB",3868,6333
"EMB",5160,10160
"EMB",6179,4959
"EMB",6931,4036
"EMB",6975,5757
"EMB",7213,4485
"EMB",7920,-289
"EMB",8244,6921
"EMB",8625,6329
"EMB",8923,3730
"EMB",9219,6898
"EMB",9341,4625
"EMB",9638,4799
"EMB",9896,1464
"EMB",10064,7181
"GCO",-320,4281
"GCO",-222,5596
"GCO",576,1678
"GCO",715,9705
"GCO",864,7915
"GCO",921,9162
"GCO",937,6597
"GCO",1160,7000
"GCO",1249,2168
"GCO",1680,10011
"GCO",1698,2360
"GCO",1765,7086
"GCO",1990,7860
"GCO",2038,5103
"GCO",2235,914
"GCO",2491,9246
"GCO",2529,6152
"GCO",2602,1042
"GCO",2667,9243
"GCO",2722,7712
"GCO",2891,9130
"GCO",2980,7189
"GCO",3000,5000
"GCO",3567,7770
"GCO",3908,746
"GCO",3947,7507
"GCO",4050,2714
"GCO",4087,1508
"GCO",4090,4359
"GCO",4465,8405
"GCO",4554,5465
"GCO",4808,3526
"GCO",4973,1379
"GCO",5000,8000
"GCO",5008,1760
"GCO",5185,6075
"GCO",5383,9679
"GCO",5409,5705
"GCO",5606,6308
"GCO",6049,9152
"GCO",6194,8267
"GCO",6640,382
"GCO",6884,8319
"GCO",7006,1170
"GCO",7082,6226
"GCO",7090,2644
"GCO",7099,8439
"GCO",7252,3063
"GCO",7295,6591
"GCO",7398,6958
"GCO",7831,3018
"GCO",8050,2087
"GCO",8085,1483
"GCO",8262,9145
"GCO",8292,5823
"GCO",8342,4692
"GCO",8391,7672
"GCO",8712,6917
"GCO",8740,4584
"GCO",8814,8167
"GCO",8872,2658
"GCO",9002,930
"GCO",9047,2552
"GCO",9254,8908
"GCO",9262,402
"GCO",9409,6896
"GCO",9530,8984
"GCO",9540,7984
"GPB",449,3656
"GPB",986,1200
"GPB",1382,1511
"GPB",1598,2655
"GPB",1973,1987
"GPB",2168,540
"GPB",2486,833
"GPB",2788,1661
"GPB",4017,1247
"GPB",4033,1962
"GPB",4248,2274
"GPB",4842,1123
"GPB",5885,1216
"GPB",6097,6944
"GPB",6185,1901
"GPB",6743,2173
"GPB",6746,7178
"GPB",6916,3100
"GPB",7147,4310
"GPB",7233,2067
"GPB",7402,922
"GPB",7431,7790
"GPB",7516,5964
"GPB",7675,717
"GPB",7785,2954
"GPB",8156,6167
"GPB",8252,4837
"GPB",8257,7155
"GPB",8433,3924
"GPB",8582,5674
"GPB",9029,4448
"GPB",9199,1890
"GPB",9227,301
"GPB",9470,4171
"GPB",9534,2666
"GPB",9662,2012
"GPB",9836,727
"GPB",9864,3256
"GPB",10162,7216
"GPB",10185,4507
"GPB",10333,4800
"GSB",-132,9448
"GSB",-67,8734
"GSB",718,1530
"GSB",732,7343
"GSB",810,2572
"GSB",902,2219
"GSB",1305,6488
"GSB",1350,1625
"GSB",1429,4360
"GSB",1959,7411
"GSB",2071,6667
"GSB",2119,7430
"GSB",2402,4314
"GSB",2629,8693
"GSB",2697,5249
"GSB",2986,3871
"GSB",3084,10788
"GSB",3313,3703
"GSB",3451,8888
"GSB",3480,3771
"GSB",3503,4336
"GSB",3722,5288
"GSB",4259,10250
"GSB",4476,5822
"GSB",4570,5909
"GSB",4883,9832
"GSB",5264,9575
"GSB",5266,5087
"GSB",5379,4723
"GSB",5474,4046
"GSB",5508,2272
"GSB",6979,7761
"GSB",8435,12044
"GSB",8610,6325
"GSB",9317,1660
"GSB",9732,1703
"GSB",11729,8060
"GSB",11849,4393
"GSB",12872,9596
"GTW",353,7625
"GTW",1054,955
"GTW",1450,8600
"GTW",1842,3972
"GTW",1973,11245
"GTW",2505,3696
"GTW",2830,3877
"GTW",3386,4045
"GTW",3476,2768
"GTW",3784,2855
"GTW",4064,3923
"GTW",4376,9863
"GTW",4561,3977
"GTW",5007,1900
"GTW",5283,9529
"GTW",5882,9979
"GTW",6291,2212
"GTW",6802,71
"GTW",6809,3305
"GTW",7000,9370
"GTW",7075,10207
"GTW",7109,1699
"GTW",7234,8299
"GTW",7711,7444
"GTW",7833,8186
"GTW",7841,3644
"GTW",8179,2065
"GTW",8225,870
"GTW",8361,9626
"GTW",8409,2632
"GTW",8449,903
"GTW",8466,6378
"GTW",8644,8753
"GTW",8803,4965
"GTW",8846,9816
"GTW",9082,2851
"GTW",9097,3913
"GTW",9126,9061
"GTW",9482,1425
"GTW",9805,9955
"GTW",9867,8591
"GTW",9957,4307
"GTW",10078,1443
"GTW",10084,1568
"GTW",10303,8175
"GTW",10354,4633
"HAW",705,10005
"HAW",754,4915
"HAW",913,7848
"HAW",958,804
"HAW",970,6167
"HAW",1048,2949
"HAW",1093,8519
"HAW",1195,2079
"HAW",1276,7329
"HAW",1303,4104
"HAW",1683,1809
"HAW",1726,5815
"HAW",1841,8957
"HAW",1855,5251
"HAW",1915,2947
"HAW",1962,9461
"HAW",1971,4329
"HAW",2000,8330
"HAW",2098,1163
"HAW",2338,7520
"HAW",2665,7580
"HAW",2714,4950
"HAW",2908,1923
"HAW",3000,3000
"HAW",3044,9079
"HAW",3046,4039
"HAW",3074,1322
"HAW",3090,9844
"HAW",3159,7841
"HAW",3535,5728
"HAW",3761,9256
"HAW",3906,3673
"HAW",3967,4869
"HAW",3979,1831
"HAW",4066,7906
"HAW",4075,3207
"HAW",4082,6160
"HAW",4103,961
"HAW",4151,10466
"HAW",4265,7179
"HAW",4799,888
"HAW",4831,6086
"HAW",4891,6989
"HAW",4953,4266
"HAW",4980,3128
"HAW",5000,10000
"HAW",5005,9090
"HAW",5062,2042
"HAW",5083,4935
"HAW",5220,8000
"HAW",5744,1114
"HAW",5773,6922
"HAW",5872,4486
"HAW",5873,5728
"HAW",5918,3953
"HAW",6049,2152
"HAW",6070,3144
"HAW",6099,9696
"HAW",6124,9116
"HAW",6150,8010
"HAW",6570,8000
"HAW",6690,1077
"HAW",6746,5946
"HAW",6899,2903
"HAW",6915,1999
"HAW",6923,4455
"HAW",6982,7149
"HAW",6997,4180
"HAW",7028,10086
"HAW",7086,9028
"HAW",7461,4637
"HAW",7576,7775
"HAW",7666,2865
"HAW",7720,4211
"HAW",7870,6292
"HAW",7888,7528
"HAW",7923,901
"HAW",7944,10537
"HAW",8185,1726
"HAW",8275,8607
"HAW",8424,8793
"HAW",8451,2962
"HAW",8640,10429
"HAW",8870,4643
"HAW",8876,5863
"HAW",8931,1041
"HAW",9089,6498
"HAW",9308,9342
"HAW",9344,4321
"HAW",9464,2124
"HAW",9574,4509
"HAW",9647,9812
"HAW",9687,3464
"HAW",9808,2107
"HAW",10000,6230
"HAW",10165,3988
"HAW",10255,1073
"HAW",10334,6065
"HBB",-157,7081
"HBB",470,6018
"HBB",748,3627
"HBB",751,532
"HBB",800,2007
"HBB",846,3246
"HBB",1179,4981
"HBB",1551,7903
"HBB",1713,7799
"HBB",1805,4482
"HBB",1868,4788
"HBB",2161,505
"HBB",3091,5317
"HBB",3200,5935
"HBB",3340,988
"HBB",3410,6290
"HBB",3480,700
"HBB",3494,2715
"HBB",3506,6285
"HBB",4514,6279
"HBB",4627,1348
"HBB",5020,1440
"HBB",5237,5148
"HBB",5328,5912
"HBB",5830,5294
"HBB",5864,1034
"HBB",5882,6243
"HBB",6748,5197
"HBB",7060,2000
"HBB",7104,8892
"HBB",7196,7958
"HBB",7390,6979
"HBB",7430,8020
"HBB",7587,1850
"HBB",7689,4122
"HBB",8036,2743
"HBB",8671,2724
"HBB",8905,4673
"HBB",9199,5448
"HBB",9450,10260
"HBB",9520,3000
"HBB",9565,5870
"HBB",9726,6924
"HBB",9805,4599
"HBB",9892,5981
"HBB",9950,1966
"HBB",10000,1360
"HBB",10154,5538
"HBB",10352,7142
"HBB",10509,7435
"HPB",-20,2412
"HPB",1,5035
"HPB",428,8485
"HPB",459,256
"HPB",709,14369
"HPB",941,6116
"HPB",979,18601
"HPB",998,3990
"HPB",1038,17562
"HPB",1161,19808
"HPB",1288,15598
"HPB",1344,16551
"HPB",1391,6917
"HPB",1397,3211
"HPB",1590,8000
"HPB",1598,10712
"HPB",1606,17113
"HPB",1800,19010
"HPB",1905,6074
"HPB",1983,8500
"HPB",1992,19780
"HPB",2035,2803
"HPB",2081,17941
"HPB",2096,5336
"HPB",2175,1640
"HPB",2224,3668
"HPB",2523,950
"HPB",2535,14172
"HPB",2554,10320
"HPB",2566,18696
"HPB",2730,17009
"HPB",2817,20411
"HPB",2931,15098
"HPB",2983,16490
"HPB",3008,17540
"HPB",3035,3885
"HPB",3056,5058
"HPB",3113,7140
"HPB",3140,2000
"HPB",3191,5683
"HPB",3314,8196
"HPB",3423,3121
"HPB",3594,1216
"HPB",3877,13830
"HPB",3878,4854
"HPB",3910,1893
"HPB",3980,10140
"HPB",3995,15150
"HPB",4052,2971
"HPB",4080,16320
"HPB",4086,6594
"HPB",4090,3994
"HPB",4162,6882
"HPB",4212,8139
"HPB",4286,17461
"HPB",4331,14154
"HPB",4366,17680
"HPB",4395,4208
"HPB",4411,4488
"HPB",4510,15009
"HPB",4528,15245
"HPB",4541,2735
"HPB",4745,1630
"HPB",4794,14124
"HPB",4895,18134
"HPB",5106,9601
"HPB",5127,9652
"HTM",322,1471
"HTM",756,8709
"HTM",787,6656
"HTM",972,10790
"HTM",1000,7590
"HTM",1165,7041
"HTM",1544,4425
"HTM",1665,676
"HTM",2141,3735
"HTM",2245,4779
"HTM",2431,9291
"HTM",2617,5321
"HTM",2671,7810
"HTM",2944,5777
"HTM",3046,2438
"HTM",3130,4452
"HTM",3153,1129
"HTM",3632,6309
"HTM",3644,8259
"HTM",3761,6753
"HTM",4000,1090
"HTM",4026,9054
"HTM",4191,1233
"HTM",4254,6841
"HTM",4954,934
"HTM",4986,4610
"HTM",5048,6015
"HTM",5210,8364
"HTM",5490,4442
"HTM",5579,10689
"HTM",5628,8785
"HTM",5665,2385
"HTM",6113,9360
"HTM",6180,8214
"HTM",6780,9000
"HTM",7177,3906
"HTM",7266,2743
"HTM",7282,1897
"HTM",7680,2446
"HTM",7907,1942
"HTM",8291,9756
"HTM",9119,2475
"HTM",9839,5399
"HTM",10802,10170
"HTM",11175,3428
"INM",-1430,7082
"INM",536,2687
"INM",703,9732
"INM",956,8910
"INM",1087,8825
"INM",1106,3854
"INM",1463,1840
"INM",1571,4312
"INM",1917,9965
"INM",2084,9796
"INM",2224,1918
"INM",2304,164
"INM",3258,9968
"INM",3417,1690
"INM",3461,2868
"INM",3626,4844
"INM",3702,799
"INM",3890,5385
"INM",3961,1155
"INM",4126,7031
"INM",4993,1200
"INM",5085,1517
"INM",5121,4577
"INM",5379,3033
"INM",6666,1271
"INM",6789,3603
"INM",7010,7000
"INM",7799,1209
"INM",7920,7999
"INM",8569,487
"INM",8952,3457
"INM",8969,1961
"INM",9000,5540
"INM",9123,4495
"INM",9521,2967
"INM",10031,4823
"INM",10056,3829
"INM",10124,10206
"INM",10289,7345
"LAR",965,1951
"LAR",1262,935
"LAR",1360,4825
"LAR",1373,6748
